編號,村里別,地址,可容納人數,地下樓層數,類別,備註
30.0,東城村,彰化縣大城鄉東城村南平路1號之1,"570 ","1 ",碁富公司,
32.0,東城村,彰化縣大城鄉東城村中平路185號,"860 ","1 ",大城鄉公所,
33.0,東城村,彰化縣大城鄉東城村中平路163號,"128 ","1 ",大城鄉圖書館,
34.0,東城村,彰化縣大城鄉東城村南平路3號之2,"42 ","1 ",大樓,
35.0,東城村,彰化縣大城鄉東城村南平路3號,"46 ","1 ",大樓,
36.0,東城村,彰化縣大城鄉東城村南平路1-2號,"1,702 ","1 ",夏暉食品公司,
37.0,後寮村,彰化縣芳苑鄉後寮村工區路35號,"116 ","1 ",孟德公司芳苑一廠,
38.0,後寮村,彰化縣芳苑鄉後寮村工區路15號,"300 ","1 ",億豐股份公司,
39.0,後寮村,彰化縣芳苑鄉後寮村工區路13號,"1,254 ","1 ",億豐股份公司,
40.0,後寮村,彰化縣芳苑鄉後寮村工區路5號,"336 ","1 ",美傢木器工業股份有限公司,
41.0,後寮村,彰化縣芳苑鄉後寮村工業路38號,"1,126 ","1 ",力麗企業公司,
42.0,後寮村,彰化縣芳苑鄉後寮村工區七路16號,"2,610 ","1 ",力麗企業公司,
43.0,後寮村,彰化縣芳苑鄉後寮村工區四路9號,"118 ","1 ",佑鋒實業公司,
44.0,後寮村,彰化縣芳苑鄉後寮村工業路24號,"54 ","1 ",宏帝膠業有限公司,
45.0,後寮村,彰化縣芳苑鄉後寮村工業路16號,"1,101 ","1 ",力鵬企業有限公司,
46.0,後寮村,彰化縣芳苑鄉後寮村工區路41號,"216 ","1 ",祥祺企業公司,
47.0,後寮村,彰化縣芳苑鄉後寮村工區五路15號,"74 ","1 ",綜祥實業公司,
48.0,後寮村,彰化縣芳苑鄉後寮村工業路12號,"98 ","1 ",新來豐企業公司,
49.0,後寮村,彰化縣芳苑鄉後寮村工區路37號,"226 ","1 ",利南興業公司,
50.0,後寮村,彰化縣芳苑鄉後寮村工區路45號,"848 ","1 ",聚隆纖維公司,
51.0,後寮村,彰化縣芳苑鄉後寮村工區路45號,"840 ","1 ",聚隆纖維公司,
52.0,後寮村,彰化縣芳苑鄉後寮村工區11路40號,"160 ","1 ",中華工程公司,
53.0,後寮村,彰化縣芳苑鄉後寮村工區六路8號,"40 ","1 ",今立塑膠公司,
54.0,後寮村,彰化縣芳苑鄉後寮村工區路20號,"56 ","1 ",裕豐紙業公司,
55.0,後寮村,彰化縣芳苑鄉後寮村工區三路1號,"30 ","1 ",大樓,
56.0,後寮村,彰化縣芳苑鄉後寮村工區六路12號,"130 ","1 ",紅政公司,
57.0,後寮村,彰化縣芳苑鄉後寮村工區路33號,"160 ","1 ",臺勝金屬,
58.0,後寮村,彰化縣芳苑鄉後寮村工區路18號,"252 ","1 ",芳苑工業服務中心,
59.0,後寮村,彰化縣芳苑鄉後寮村工區三路26號,"70 ","1 ",新建生工業,
60.0,後寮村,彰化縣芳苑鄉後寮村工區路26號,"26 ","1 ",域愷實業公司,
61.0,後寮村,彰化縣芳苑鄉後寮村工區路22號,"122 ","1 ",學一公司,
62.0,後寮村,彰化縣芳苑鄉後寮村工區路11號,"197 ","1 ",億豐公司,
63.0,後寮村,彰化縣芳苑鄉後寮村工區四路10號,"60 ","1 ",大川鋅氧工業公司,
64.0,後寮村,彰化縣芳苑鄉後寮村工區二路13號,"46 ","1 ",佑霖公司,
65.0,後寮村,彰化縣芳苑鄉後寮村工區路34號,"41 ","1 ",宏益汽車公司,
66.0,後寮村,彰化縣芳苑鄉後寮村工區路38號,"45 ","1 ",北原工業公司,
67.0,後寮村,彰化縣芳苑鄉後寮村工區路20號,"98 ","1 ",友晟塑膠公司,
68.0,後寮村,彰化縣芳苑鄉後寮村芳工區六路3號,"174 ","1 ",燦昇工業公司,
69.0,後寮村,彰化縣芳苑鄉後寮村工區路28號,"177 ","1 ",吉茂水箱,
70.0,後寮村,彰化縣芳苑鄉後寮村工區路27號,"170 ","1 ",旺旺紡織公司,
71.0,後寮村,彰化縣芳苑鄉後寮村工區二路21號,"160 ","1 ",全基木業有限公司,立峰木製家俱
72.0,後寮村,彰化縣芳苑鄉後寮村工區路5號,"309 ","1 ",美傢木器公司,
73.0,後寮村,彰化縣芳苑鄉後寮村工區五路6號,"216 ","1 ",雅易實業公司,
74.0,後寮村,彰化縣芳苑鄉後寮村工區路9號,"282 ","1 ",富士濾器公司,
75.0,後寮村,彰化縣芳苑鄉後寮村工區四路22號,"49 ","1 ",今立塑膠公司,
76.0,後寮村,彰化縣芳苑鄉後寮村工區九路6號,"1,113 ","1 ",力麗公司,
77.0,後寮村,彰化縣芳苑鄉後寮村工業路33號,"1,037 ","1 ",力鵬公司,
78.0,芳苑村,彰化縣芳苑鄉芳苑村斗苑路1段202號,"116 ","1 ",芳苑消防分隊,
79.0,芳苑村,彰化縣芳苑鄉芳苑村斗苑路220號,"336 ","1 ",芳苑文化活動中心,
80.0,仁愛村,彰化縣芳苑鄉仁愛村斗苑路芳苑段69號,"120 ","1 ",富味鄉公司,
81.0,永興村,彰化縣芳苑鄉永興村芳漢路永興段533號,"24 ","1 ",吉農化學工業公司,
82.0,頂廍村,彰化縣芳苑鄉頂廍村斗苑路頂侯段600號,"146 ","1 ",重光油脂,
83.0,草湖村,彰化縣芳苑鄉草湖村二溪路草2段275號,"364 ","1 ",普裕公司,
85.0,建平村,彰化縣芳苑鄉建平村二溪路草2段805巷10號,"417 ","1 ",晶品金屬,
